run,workload_type,timestamp_ns,runtime_ns,voluntary_ctxt_switches,nonvoluntary_ctxt_switches,minor_page_faults,major_page_faults,start_cpu,end_cpu,throughput_gflops
381,avx2_add,25574927448365,237728,0,0,0,0,-1,-1,4.411
382,avx2_add,25574927687395,236327,0,0,0,0,-1,-1,4.437
383,avx2_add,25574927924645,248060,0,0,0,0,-1,-1,4.227
384,avx2_add,25574928173664,241931,0,0,0,0,-1,-1,4.334
385,avx2_add,25574928416596,239779,0,0,0,0,-1,-1,4.373
386,avx2_add,25574928657228,238173,0,0,0,0,-1,-1,4.403
387,avx2_add,25574928896466,248505,0,0,0,0,-1,-1,4.220
388,avx2_add,25574929146244,253713,0,0,0,0,-1,-1,4.133
389,avx2_add,25574929401318,246477,0,0,0,0,-1,-1,4.254
390,avx2_add,25574929649171,243256,0,0,0,0,-1,-1,4.311
391,avx2_add,25574929893612,246308,0,0,0,0,-1,-1,4.257
392,avx2_add,25574930141008,249220,0,0,0,0,-1,-1,4.207
393,avx2_add,25574930391351,246708,0,0,0,0,-1,-1,4.250
394,avx2_add,25574930639009,243371,0,0,0,0,-1,-1,4.309
395,avx2_add,25574930883666,249634,0,0,0,0,-1,-1,4.200
396,avx2_add,25574931134251,240306,0,0,0,0,-1,-1,4.364
397,avx2_add,25574931375682,241917,0,0,0,0,-1,-1,4.334
398,avx2_add,25574931618594,238548,0,0,0,0,-1,-1,4.396
399,avx2_add,25574931858317,248885,0,0,0,0,-1,-1,4.213
400,dot_product_scalar,25574932627053,518110,0,0,0,0,-1,-1,2.024
401,dot_product_sse,25574932627053,232045,0,0,0,0,-1,-1,4.519
402,dot_product_scalar,25574933364389,500912,0,0,0,0,-1,-1,2.093
403,dot_product_sse,25574933364389,227583,0,0,0,0,-1,-1,4.607
404,dot_product_scalar,25574934051102,456645,0,0,0,0,-1,-1,2.296
405,dot_product_sse,25574934051102,215623,0,0,0,0,-1,-1,4.863
406,dot_product_scalar,25574934720232,451210,0,0,0,0,-1,-1,2.324
407,dot_product_sse,25574934720232,225608,0,0,0,0,-1,-1,4.648
408,dot_product_scalar,25574935425500,477184,0,0,0,0,-1,-1,2.197
409,dot_product_sse,25574935425500,220227,0,0,0,0,-1,-1,4.761
410,dot_product_scalar,25574936109080,460961,0,0,0,0,-1,-1,2.275
411,dot_product_sse,25574936109080,202262,0,0,0,0,-1,-1,5.184
412,dot_product_scalar,25574936760564,447110,0,0,0,0,-1,-1,2.345
413,dot_product_sse,25574936760564,206217,0,0,0,0,-1,-1,5.085
414,dot_product_scalar,25574937421172,452590,0,0,0,0,-1,-1,2.317
415,dot_product_sse,25574937421172,201675,0,0,0,0,-1,-1,5.199
416,dot_product_scalar,25574938074152,449647,0,0,0,0,-1,-1,2.332
417,dot_product_sse,25574938074152,209035,0,0,0,0,-1,-1,5.016
418,dot_product_scalar,25574938730264,445287,0,0,0,0,-1,-1,2.355
419,dot_product_sse,25574938730264,198483,0,0,0,0,-1,-1,5.283
